,Unnamed: 0,Budget,Clicks,Conversions,Revenue_Generated,ROI,Subscription_Tier,Subscription_Length,Discount_Level,Units_Sold,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords,Conversion_Rate,Customer_Response,Revenue_per_Click,ROI_Score
2961,2961,24691.57,4558,911,75521.86,2.85,Basic,8,44,18,309.09,2,Stylish,0.19982452292169336,1,16.565444176354465,0.5694998903268261
2962,2962,46997.23,615,483,49575.73,3.95,Standard,9,60,63,253.92,4,Durable,0.7840909090909091,1,80.48008116883118,3.097159090909091
2963,2963,40928.91,4122,928,13302.52,3.46,Premium,6,56,156,147.6,2,Stylish,0.22507882609750182,1,3.2264176570458405,0.7787727382973563
2964,2964,41966.54,4282,699,74883.86,4.04,Basic,8,14,84,481.87,3,Durable,0.16320336212934858,1,17.483973850105066,0.6593415830025683
2965,2965,46811.45,1617,352,2807.91,4.96,Premium,10,56,131,158.01,1,Durable,0.21755253399258342,1,1.7354202719406675,1.0790605686032138
2966,2966,16948.67,4403,215,76760.49,2.57,Premium,20,38,1,254.91,2,Stylish,0.048819255222524977,0,17.42972070844687,0.1254654859218892
2967,2967,37479.83,2088,829,6527.3,4.11,Premium,32,60,108,62.38,2,Stylish,0.3968405935854476,1,3.1246050741981812,1.6310148396361897
2968,2968,32109.26,4216,670,38136.05,1.25,Standard,34,20,6,89.46,3,Stylish,0.1588807208916291,1,9.043407635760019,0.19860090111453638
2969,2969,40517.48,3997,110,36682.26,0.64,Premium,24,21,77,416.49,3,Affordable,0.02751375687843922,0,9.175152576288145,0.0176088044022011
2970,2970,18608.96,2622,185,34018.89,2.62,Standard,2,20,4,395.69,3,Affordable,0.07052992756385817,1,12.969458635150591,0.18478841021730844
2971,2971,11934.91,3987,478,85592.35,2.04,Basic,22,64,39,499.03,2,Innovative,0.11985957873620863,1,21.462474924774323,0.24451354062186562
2972,2972,15254.29,2885,556,32751.96,1.61,Standard,20,17,16,488.62,3,Innovative,0.19265419265419265,1,11.348565488565487,0.3101732501732502
2973,2973,27759.4,4338,301,14167.11,4.18,Premium,5,42,142,217.73,4,Durable,0.06937082277022355,1,3.2650633786586774,0.2899700391795344
2974,2974,48477.36,1739,127,16209.62,1.45,Premium,31,48,122,336.87,3,Stylish,0.07298850574712644,1,9.31587356321839,0.10583333333333333
2975,2975,17122.09,2433,886,80636.09,1.55,Premium,31,67,63,237.65,3,Affordable,0.3640098603122432,1,33.12904272801972,0.564215283483977
2976,2976,6326.37,4421,819,80148.75,3.13,Basic,29,62,90,274.97,3,Durable,0.1852103120759837,1,18.125,0.579708276797829
2977,2977,31234.2,1826,363,41119.27,2.79,Premium,32,50,5,267.11,1,Stylish,0.1986863711001642,1,22.506442255062943,0.5543349753694582
2978,2978,15158.99,220,328,18951.26,4.12,Premium,20,52,179,302.92,4,Affordable,1.4841628959276019,1,85.75230769230768,6.11475113122172
2979,2979,5313.94,3316,498,95215.97,3.09,Basic,24,63,97,471.89,2,Innovative,0.15013566475731083,1,28.705447693699124,0.4639192041000904
2980,2980,38691.38,4053,336,49208.18,3.28,Premium,24,59,52,386.87,1,Affordable,0.08288110508140109,1,12.138179575727676,0.27185002466699554
2981,2981,24825.04,1800,526,11398.56,4.93,Standard,15,40,64,480.35,3,Affordable,0.2920599666851749,1,6.329017212659633,1.4398556357579122
2982,2982,2901.15,2203,987,63928.43,1.11,Premium,33,59,180,266.18,1,Stylish,0.4478221415607985,1,29.005639745916515,0.4970825771324864
2983,2983,14396.14,3103,775,87247.78,2.28,Basic,3,53,180,57.5,1,Affordable,0.2496778350515464,1,28.108176546391753,0.5692654639175257
2984,2984,46778.8,348,144,49276.36,2.35,Standard,11,12,76,415.25,2,Stylish,0.41260744985673353,1,141.19300859598854,0.9696275071633238
2985,2985,43286.01,502,477,55615.64,1.22,Basic,25,48,129,330.12,3,Durable,0.94831013916501,1,110.56787276341949,1.156938369781312
2986,2986,13106.11,2233,120,75140.94,2.12,Standard,7,48,105,119.49,1,Innovative,0.05371530886302596,1,33.635156669650854,0.11387645478961504
2987,2987,4825.61,538,38,29464.62,3.91,Standard,11,67,172,116.87,1,Innovative,0.07050092764378478,1,54.66534322820037,0.2756586270871985
2988,2988,38649.97,3141,55,92789.81,4.44,Basic,3,15,193,291.51,2,Affordable,0.017504774029280714,0,29.53208465945258,0.07772119669000638
2989,2989,5446.31,576,265,76325.51,1.14,Standard,5,19,23,402.37,4,Innovative,0.4592720970537262,1,132.27991334488735,0.5235701906412478
2990,2990,543.16,1851,304,1071.74,3.21,Premium,4,57,195,384.14,4,Durable,0.16414686825053995,1,0.5786933045356372,0.5269114470842332
2991,2991,19820.25,352,182,74883.04,2.69,Basic,4,59,182,96.24,3,Affordable,0.5155807365439093,1,212.13325779036825,1.3869121813031162
2992,2992,41645.21,884,494,63490.31,2.61,Standard,24,62,74,169.89,2,Affordable,0.5581920903954802,1,71.74046327683615,1.4568813559322034
2993,2993,38953.48,2799,277,37940.49,1.76,Basic,34,11,184,296.1,1,Innovative,0.09892857142857144,1,13.550175,0.17411428571428572
2994,2994,5696.16,3803,718,75724.94,2.57,Premium,23,57,61,392.52,4,Affordable,0.18874868559411145,1,19.906661409043114,0.4850841219768664
2995,2995,29997.27,2138,993,3843.38,2.47,Standard,18,56,137,162.54,2,Stylish,0.4642356241234222,1,1.7968115942028986,1.1466619915848528
2996,2996,23180.95,4555,388,75635.29,2.42,Premium,25,50,179,174.85,1,Stylish,0.08516242317822652,1,16.601248902546093,0.20609306409130818
2997,2997,47413.91,275,161,93986.72,2.04,Premium,12,39,36,356.04,4,Affordable,0.5833333333333334,1,340.53159420289853,1.1900000000000002
2998,2998,24291.11,379,178,54067.29,3.31,Basic,26,64,161,495.99,3,Innovative,0.46842105263157896,1,142.28234210526315,1.5504736842105264
2999,2999,46223.81,4098,395,21558.88,1.26,Basic,17,10,114,321.49,2,Stylish,0.09636496706513784,1,5.259546230787997,0.12141985850207368
3000,3000,49156.98,1872,614,42506.2,3.67,Basic,18,31,103,271.75,4,Stylish,0.32781633742658833,1,22.69418045915643,1.203085958355579
3001,3001,39136.17,3080,958,53439.93,2.75,Basic,8,24,116,406.95,3,Stylish,0.31093800714053876,1,17.344995131450826,0.8550795196364815
3002,3002,22779.67,2015,58,95520.76,1.49,Standard,11,59,171,108.58,4,Stylish,0.028769841269841268,0,47.38132936507936,0.04286706349206349
3003,3003,40859.9,2798,421,31992.11,4.65,Premium,34,68,116,71.59,2,Innovative,0.1504108610217935,1,11.429835655591283,0.6994105037513397
3004,3004,901.39,2304,819,66180.26,2.64,Premium,35,34,179,107.93,4,Stylish,0.35531453362255966,1,28.711609544468544,0.9380303687635575
3005,3005,9303.43,4939,967,10642.51,0.55,Premium,20,34,143,332.35,4,Innovative,0.19574898785425102,0,2.154354251012146,0.10766194331983807
3006,3006,47961.96,2762,436,42775.65,3.09,Premium,9,11,136,98.63,3,Stylish,0.15779949330437928,1,15.481596091205212,0.48760043431053196
3007,3007,19820.79,243,389,90488.06,0.59,Basic,16,14,162,448.53,3,Affordable,1.5942622950819672,0,370.85270491803277,0.9406147540983606
3008,3008,17835.05,2723,392,24162.02,2.46,Standard,22,33,114,353.41,2,Durable,0.14390602055800295,1,8.870051395007343,0.35400881057268724
3009,3009,7633.45,3642,824,97209.51,4.11,Premium,3,36,4,320.24,2,Innovative,0.2261872083447708,1,26.683917101290145,0.9296294262970081
3010,3010,25391.66,1887,61,87477.09,2.09,Standard,35,30,45,258.36,3,Stylish,0.0323093220338983,0,46.33320444915254,0.06752648305084745
3011,3011,45205.86,1796,351,85446.55,1.81,Basic,20,15,170,253.25,3,Innovative,0.19532554257095158,1,47.54955481357819,0.35353923205342236
3012,3012,48433.52,473,677,90768.99,4.05,Premium,10,68,162,126.54,1,Stylish,1.4282700421940928,1,191.4957594936709,5.784493670886076
3013,3013,8648.67,764,572,23313.59,1.39,Basic,28,10,70,68.31,4,Durable,0.7477124183006536,1,30.475281045751633,1.0393202614379085
3014,3014,35016.16,2429,231,79064.66,2.61,Basic,18,48,113,490.31,2,Stylish,0.09506172839506173,1,32.53689711934157,0.24811111111111112
3015,3015,26185.58,1949,819,23454.46,0.84,Basic,16,25,67,412.67,2,Stylish,0.42,0,12.027928205128205,0.35279999999999995
3016,3016,25194.44,2782,136,62829.84,4.78,Standard,17,32,80,97.35,2,Innovative,0.04886812791951132,0,22.576298957959036,0.2335896514552641
3017,3017,48830.72,692,196,9075.28,4.96,Standard,6,24,137,101.46,4,Affordable,0.2828282828282828,1,13.095642135642137,1.4028282828282828
3018,3018,48039.04,3722,970,62217.85,2.84,Basic,8,39,6,144.98,2,Stylish,0.26054257319366103,1,16.711751275852805,0.7399409078699973
3019,3019,30795.75,3506,190,1828.14,1.18,Basic,22,13,77,487.22,2,Stylish,0.054177359566581124,1,0.5212831479897349,0.06392928428856572
3020,3020,23520.35,3357,2,88778.08,3.08,Basic,17,15,190,242.94,4,Innovative,0.0005955926146515784,0,26.437784395473496,0.0018344252531268615
3021,3021,38755.25,2417,165,76446.3,1.88,Standard,27,30,62,344.23,4,Affordable,0.06823821339950373,1,31.615508684863524,0.128287841191067
3022,3022,12559.86,2908,539,47848.77,4.04,Basic,15,43,125,480.72,1,Affordable,0.1852870402200069,1,16.448528704022,0.7485596424888278
3023,3023,28413.21,2241,400,57668.69,3.9,Standard,16,54,193,228.85,3,Innovative,0.1784121320249777,1,25.72198483496878,0.695807314897413
3024,3024,2891.07,3664,546,91596.95,1.14,Basic,22,35,91,216.36,3,Innovative,0.14897680763983628,1,24.992346521145976,0.16983356070941336
3025,3025,26739.02,1756,511,94999.3,1.11,Standard,7,65,94,63.39,2,Affordable,0.2908366533864542,1,54.069038133181564,0.3228286852589642
3026,3026,39895.2,4950,936,52874.82,1.98,Standard,34,43,191,92.6,1,Durable,0.18905271662290446,1,10.679624318319531,0.37432437891335085
3027,3027,8565.55,539,34,17768.85,3.93,Basic,23,19,76,255.04,2,Durable,0.06296296296296296,1,32.905277777777776,0.24744444444444444
3028,3028,8814.54,3970,326,47313.58,1.5,Basic,13,32,198,376.54,1,Durable,0.08209519012843113,1,11.914777134223119,0.12314278519264668
3029,3029,9670.94,465,697,25111.91,1.17,Basic,25,20,15,211.55,2,Stylish,1.4957081545064377,1,53.88821888412017,1.749978540772532
3030,3030,21001.05,1406,134,48328.87,3.53,Premium,35,13,188,208.04,3,Durable,0.09523809523809523,1,34.348877043354655,0.33619047619047615
3031,3031,34399.41,189,230,51712.15,3.55,Premium,31,48,41,218.3,2,Innovative,1.2105263157894737,1,272.1692105263158,4.2973684210526315
3032,3032,5145.52,4089,891,84587.81,1.58,Standard,18,12,93,355.28,4,Affordable,0.2178484107579462,1,20.681616136919313,0.344200488997555
3033,3033,12245.47,4404,962,43494.75,0.65,Premium,22,20,88,380.56,3,Stylish,0.21838819523269012,0,9.873950056753689,0.1419523269012486
3034,3034,12479.46,2785,940,73423.51,1.93,Standard,12,15,8,383.0,2,Affordable,0.3374012921751615,1,26.3544544149318,0.6511844938980617
3035,3035,37104.3,2856,526,98159.59,4.63,Premium,14,44,10,143.24,3,Stylish,0.184109205460273,1,34.35757437871894,0.852425621281064
3036,3036,6412.6,2330,13,86042.95,3.78,Standard,34,13,33,397.48,4,Durable,0.005577005577005577,0,36.912462462462464,0.02108108108108108
3037,3037,1422.44,706,894,8396.67,1.16,Standard,12,57,96,427.32,3,Durable,1.2644978783592644,1,11.876478076379067,1.4668175388967466
3038,3038,9290.31,4253,564,53705.01,4.93,Premium,18,53,116,481.1,3,Affordable,0.1325811001410437,1,12.624590973201693,0.6536248236953455
3039,3039,12254.64,432,970,18316.38,4.78,Standard,28,26,155,170.05,3,Innovative,2.240184757505774,1,42.301108545034644,10.7080831408776
3040,3040,44029.46,4744,575,55252.82,2.44,Premium,35,18,192,498.74,3,Durable,0.12118018967334036,1,11.644429926238145,0.2956796628029505
3041,3041,8120.48,1711,133,46392.58,2.24,Standard,27,47,71,169.04,2,Durable,0.07768691588785047,1,27.098469626168225,0.17401869158878508
3042,3042,25087.59,3282,996,31842.09,1.52,Standard,32,18,142,224.59,1,Innovative,0.30338105391410297,1,9.69908315565032,0.46113920194943653
3043,3043,38702.24,2175,983,99596.74,0.68,Standard,9,59,155,253.97,3,Affordable,0.45174632352941174,0,45.770560661764705,0.3071875
3044,3044,17982.22,1630,887,25406.52,4.03,Standard,22,54,113,105.74,1,Durable,0.5438381361128142,1,15.577265481299817,2.191667688534641
3045,3045,14872.11,4749,728,2515.19,3.6,Standard,23,58,36,167.39,3,Stylish,0.15326315789473685,1,0.5295136842105264,0.5517473684210527
3046,3046,40826.49,2502,324,75383.82,4.93,Basic,12,35,135,264.84,4,Stylish,0.12944466640031962,1,30.11738713543748,0.6381622053535757
3047,3047,33205.38,4841,8,62033.33,4.67,Standard,13,56,19,371.98,3,Innovative,0.0016522098306484924,0,12.811509706732755,0.00771581990912846
3048,3048,8135.14,4512,825,27456.55,4.38,Premium,20,51,85,482.43,2,Durable,0.18280522933746954,1,6.0838799025038774,0.8006869044981165
3049,3049,23468.33,589,430,81589.4,1.18,Standard,11,53,53,496.36,3,Durable,0.7288135593220338,1,138.2871186440678,0.8599999999999999
3050,3050,18401.67,1347,776,84499.69,2.44,Basic,34,35,113,205.24,4,Affordable,0.5756676557863502,1,62.68522997032641,1.4046290801186943
3051,3051,6851.16,2295,803,84049.88,3.36,Standard,35,20,84,480.14,2,Stylish,0.34973867595818814,1,36.607090592334494,1.1751219512195121
3052,3052,11032.24,2926,817,9540.74,2.57,Basic,27,34,10,58.25,4,Durable,0.27912538435257944,1,3.2595626921762895,0.7173522377861291
3053,3053,7328.31,1717,220,35112.74,2.86,Standard,20,44,62,263.4,3,Durable,0.1280558789289872,1,20.438149010477296,0.3662398137369034
3054,3054,47183.42,4809,4,83047.35,2.99,Standard,26,56,136,477.37,3,Durable,0.0008316008316008316,0,17.265561330561333,0.002486486486486487
3055,3055,49124.97,4666,890,90787.14,2.37,Premium,20,16,60,260.29,4,Affordable,0.1907006642382687,1,19.452997643025498,0.4519605742446968
3056,3056,47592.78,1198,594,53410.56,1.56,Premium,28,42,156,105.99,2,Affordable,0.4954128440366973,1,44.54592160133444,0.7728440366972478
3057,3057,31806.36,1149,645,91498.05,4.09,Standard,28,67,173,381.92,1,Affordable,0.5608695652173913,1,79.56352173913044,2.2939565217391302
3058,3058,36536.02,3777,465,90129.53,4.42,Premium,11,31,155,227.0,1,Innovative,0.12308099523557438,1,23.856413446267865,0.5440179989412387
3059,3059,24178.07,510,119,1220.98,1.71,Premium,15,49,156,59.6,2,Affordable,0.2328767123287671,1,2.3893933463796477,0.39821917808219176
3060,3060,46088.7,4019,657,44078.31,2.3,Premium,25,12,34,254.11,2,Durable,0.16343283582089552,1,10.964753731343283,0.3758955223880597
3061,3061,12450.2,3468,708,26011.45,2.7,Premium,34,37,76,247.91,2,Affordable,0.20409339867396945,1,7.498255981550879,0.5510521764197175
3062,3062,20978.98,3671,706,50322.28,0.7,Basic,10,65,60,248.73,2,Stylish,0.19226579520697168,0,13.704324618736383,0.13458605664488016
3063,3063,49038.38,2948,93,44779.7,1.3,Standard,6,28,22,287.55,2,Affordable,0.03153611393692777,0,15.184706680230585,0.0409969481180061
3064,3064,17224.23,1468,737,49842.52,1.22,Basic,13,67,92,269.96,4,Durable,0.5017018379850239,1,33.92955752212389,0.6120762423417291
3065,3065,48269.24,2261,794,95844.95,4.31,Standard,26,66,177,212.32,1,Stylish,0.3510167992926614,1,42.371772767462424,1.5128824049513705
3066,3066,37981.02,3714,604,74644.82,3.15,Premium,9,28,159,359.67,4,Durable,0.16258411843876178,1,20.092818304172276,0.5121399730820996
3067,3067,25259.43,2025,817,64607.2,3.77,Premium,5,67,157,297.48,4,Affordable,0.40325765054294177,1,31.88904244817374,1.5202813425468904
3068,3068,24437.78,1148,809,50854.86,1.82,Basic,8,65,59,111.61,1,Stylish,0.7040905134899913,1,44.2601044386423,1.2814447345517843
3069,3069,24433.89,1038,683,71117.61,1.57,Standard,1,55,29,473.59,1,Stylish,0.6573628488931665,1,68.44813282001925,1.0320596727622715
3070,3070,20195.37,3736,65,34433.37,1.11,Premium,8,13,158,195.01,1,Stylish,0.017393631255017392,0,9.214174471501204,0.019306930693069307
3071,3071,11153.41,2674,401,27361.81,2.4,Premium,9,29,194,439.06,4,Durable,0.14990654205607476,1,10.228714018691589,0.3597757009345794
3072,3072,48747.41,2256,479,41354.15,1.1,Premium,24,37,196,172.06,2,Affordable,0.21222862206468765,1,18.322618520159505,0.23345148427115645
3073,3073,7938.95,2868,814,15142.53,1.96,Premium,19,55,22,315.41,1,Affordable,0.2837225514116417,1,5.277981875217846,0.5560962007668178
3074,3074,21775.88,1094,752,76079.72,1.87,Premium,22,54,28,442.5,4,Stylish,0.6867579908675799,1,69.47919634703196,1.2842374429223746
3075,3075,44531.74,1618,79,73311.16,0.6,Basic,35,12,135,215.59,2,Stylish,0.04879555281037678,0,45.28175416924027,0.029277331686226066
3076,3076,44664.04,2621,914,69670.52,1.97,Premium,22,35,66,494.32,1,Affordable,0.3485888634630053,1,26.571517925247903,0.6867200610221205
3077,3077,39615.02,4865,99,51965.89,0.62,Premium,14,45,125,284.03,3,Durable,0.020345252774352653,0,10.679385532264694,0.012614056720098644
3078,3078,22822.57,2208,254,39351.47,3.31,Standard,23,32,156,199.98,4,Durable,0.11498415572657311,1,17.814155726573112,0.380597555454957
3079,3079,22945.48,4118,912,81910.03,2.8,Standard,28,14,170,94.9,1,Stylish,0.22141296431172613,1,19.885901917941247,0.6199563000728331
3080,3080,41924.78,1501,989,18839.95,4.53,Basic,10,68,60,198.69,4,Stylish,0.6584553928095872,1,12.543242343541944,2.98280292942743
3081,3081,29734.71,4588,3,41178.52,4.46,Premium,32,58,157,344.65,2,Innovative,0.0006537371976465461,0,8.973310089344084,0.0029156679015035956
3082,3082,44553.26,385,483,60641.02,1.64,Basic,5,12,47,144.66,4,Durable,1.2512953367875648,1,157.10108808290155,2.052124352331606
3083,3083,5754.35,3741,913,53367.28,0.74,Basic,35,60,159,221.59,3,Stylish,0.24398717263495456,0,14.26169962586852,0.18055050774986636
3084,3084,6577.77,1720,746,49142.89,0.66,Basic,17,54,51,480.55,3,Durable,0.4334689134224288,0,28.554846019755956,0.28608948285880303
3085,3085,49183.38,2342,764,97053.35,3.03,Basic,14,41,62,485.51,3,Durable,0.32607767819035427,1,41.4226845924029,0.9880153649167733
3086,3086,31485.98,1324,383,6722.62,0.61,Standard,6,47,37,365.02,3,Durable,0.2890566037735849,0,5.073675471698113,0.17632452830188677
3087,3087,23937.05,2638,150,20461.03,1.67,Standard,32,53,87,152.17,4,Stylish,0.05683971201212581,1,7.753327017809776,0.0949223190602501
3088,3088,38228.02,3436,780,75827.64,2.74,Basic,26,66,84,394.88,2,Durable,0.22694210066918824,1,22.06215885947047,0.6218213558335758
3089,3089,47648.24,2643,788,73660.48,4.26,Premium,3,56,134,473.46,3,Affordable,0.2980332829046899,1,27.85948562783661,1.2696217851739788
3090,3090,30228.61,1262,830,74751.26,2.56,Premium,12,34,167,265.57,2,Affordable,0.6571654790182107,1,59.18547901821061,1.6823436262866194
3091,3091,11383.65,3188,721,19808.65,4.2,Premium,29,23,176,252.59,4,Stylish,0.22608968328629664,1,6.211555346503607,0.9495766698024459
3092,3092,44208.31,4772,829,84322.01,2.7,Basic,21,21,96,89.23,1,Affordable,0.17368531322019695,1,17.66645924994762,0.4689503456945318
3093,3093,19373.67,2796,632,60539.61,3.37,Standard,18,51,20,414.6,4,Stylish,0.22595638183768324,1,21.644479799785486,0.7614730067929926
3094,3094,3153.97,1577,256,61480.13,4.2,Standard,4,18,159,220.69,2,Innovative,0.16223067173637515,1,38.960792141951835,0.6813688212927757
3095,3095,5046.83,4026,516,49763.81,4.75,Premium,15,47,63,301.01,1,Innovative,0.12813508815495406,1,12.357539111000744,0.6086416687360318
3096,3096,42141.75,1465,566,69792.72,2.79,Premium,16,41,108,282.0,1,Durable,0.3860845839017735,1,47.607585266030014,1.0771759890859482
3097,3097,29592.44,937,350,70447.51,0.76,Premium,26,51,192,263.47,1,Affordable,0.373134328358209,0,75.10395522388059,0.28358208955223885
3098,3098,37816.26,1332,328,70785.13,1.07,Standard,4,16,183,236.05,2,Affordable,0.24606151537884471,1,53.102123030757696,0.26328582145536383
3099,3099,29143.01,4000,684,93660.83,1.06,Standard,35,60,13,146.57,2,Affordable,0.1709572606848288,1,23.4093551612097,0.18121469632591855
3100,3100,17894.1,2719,232,59184.34,1.68,Premium,32,20,76,87.37,3,Innovative,0.08529411764705883,1,21.758948529411764,0.14329411764705882
3101,3101,25185.36,861,681,12038.74,0.92,Premium,17,64,160,185.45,2,Durable,0.7900232018561485,0,13.966055684454757,0.7268213457076567
3102,3102,14645.53,4532,80,1767.02,1.96,Premium,19,34,112,276.31,4,Innovative,0.017648356496801236,0,0.3898124862122215,0.03459077873373042
3103,3103,5719.65,313,617,43421.49,4.31,Basic,2,34,178,231.65,3,Affordable,1.964968152866242,1,138.285,8.469012738853502
3104,3104,46171.28,2534,658,92015.9,4.46,Basic,22,15,194,399.41,2,Affordable,0.25956607495069034,1,36.29818540433925,1.157664694280079
3105,3105,24321.83,3711,52,8730.32,2.38,Standard,10,47,147,468.75,2,Stylish,0.014008620689655173,0,2.3519181034482757,0.03334051724137931
3106,3106,25979.73,3531,590,23418.19,0.74,Premium,35,57,195,117.6,4,Innovative,0.16704416761041901,0,6.630291619479048,0.12361268403171007
3107,3107,27922.28,2215,12,27559.33,0.66,Premium,23,35,141,137.32,4,Stylish,0.005415162454873646,0,12.436520758122745,0.0035740072202166064
3108,3108,47171.0,3425,633,85927.65,0.88,Basic,24,21,115,250.31,3,Stylish,0.18476357267950963,0,25.08104203152364,0.16259194395796847
3109,3109,17020.46,4706,229,59898.11,1.4,Standard,26,51,32,98.51,2,Durable,0.04865094540046739,0,12.725326110048863,0.06811132356065434
3110,3110,49403.36,3565,2,25587.75,3.57,Basic,10,26,180,160.81,3,Stylish,0.0005608524957936063,0,7.175476724621425,0.0020022434099831745
3111,3111,10656.98,2019,782,90898.74,3.65,Premium,27,12,14,50.53,2,Durable,0.38712871287128714,1,44.999376237623764,1.413019801980198
3112,3112,26975.04,1092,90,8718.78,4.48,Basic,28,47,118,156.08,4,Stylish,0.08234217749313816,1,7.976925892040256,0.36889295516925896
3113,3113,28364.54,4281,497,5751.55,2.43,Standard,35,47,35,425.14,1,Affordable,0.11606725829051845,1,1.3431924334423166,0.28204343764595985
3114,3114,20218.15,4225,178,69772.4,0.89,Basic,19,52,163,424.27,2,Durable,0.04212020823473734,0,16.51026975863701,0.037486985328916235
3115,3115,29255.74,4280,496,16117.96,3.55,Premium,26,14,39,65.13,2,Innovative,0.11586078019154403,1,3.7649988320485868,0.4113057696799813
3116,3116,14161.84,1157,473,88411.75,1.6,Basic,21,53,132,419.49,3,Stylish,0.40846286701208984,1,76.34866148531951,0.6535405872193438
3117,3117,28633.3,3035,571,59434.65,1.22,Standard,33,59,175,104.97,2,Innovative,0.1880764163372859,1,19.576630434782608,0.22945322793148878
3118,3118,20423.59,297,529,10802.52,4.45,Premium,8,51,63,230.47,4,Affordable,1.7751677852348993,1,36.25006711409396,7.899496644295302
3119,3119,31728.87,1499,310,35825.55,3.74,Standard,1,67,156,444.33,4,Stylish,0.20666666666666667,1,23.8837,0.7729333333333334
3120,3120,6687.69,2993,503,19564.85,0.78,Basic,4,67,145,258.75,1,Innovative,0.16800267201068805,0,6.534686038744154,0.13104208416833668
3121,3121,46762.23,1454,50,34829.61,3.53,Standard,16,54,104,288.33,2,Innovative,0.03436426116838488,0,23.937876288659794,0.12130584192439862
3122,3122,44399.68,2619,490,69948.96,3.84,Basic,13,60,66,426.68,2,Stylish,0.18702290076335878,1,26.698076335877865,0.7181679389312977
3123,3123,17042.9,2297,326,59889.73,2.12,Basic,25,44,157,225.27,1,Affordable,0.14186248912097477,1,26.06167536988686,0.3007484769364665
3124,3124,27086.23,3726,216,61081.16,4.89,Premium,1,51,16,97.57,4,Innovative,0.05795546015562114,1,16.388827475181113,0.2834022001609874
3125,3125,9315.55,1079,647,50750.78,2.77,Standard,34,23,5,325.65,3,Durable,0.5990740740740741,1,46.99146296296296,1.6594351851851852
3126,3126,49472.29,3600,624,34200.62,0.87,Standard,9,51,27,475.1,2,Affordable,0.17328519855595667,0,9.497534018328244,0.1507581227436823
3127,3127,29132.0,2558,621,93355.82,3.53,Basic,25,24,15,236.27,1,Innovative,0.24267291910902697,1,36.48136772176632,0.8566354044548652
3128,3128,13482.67,3429,370,41867.91,3.06,Premium,19,20,103,427.76,1,Durable,0.10787172011661808,1,12.206387755102043,0.3300874635568513
3129,3129,10118.12,4419,432,68791.73,1.93,Basic,28,19,44,459.5,2,Innovative,0.09773755656108597,1,15.563739819004525,0.1886334841628959
3130,3130,34689.56,2199,339,13080.69,3.42,Basic,1,65,5,162.89,2,Affordable,0.15409090909090908,1,5.945768181818182,0.5269909090909091
3131,3131,38219.74,4727,845,43545.23,1.0,Basic,19,55,153,280.44,4,Durable,0.17872250423011846,0,9.210074027072759,0.17872250423011846
3132,3132,3220.23,346,113,84280.49,3.82,Standard,6,54,96,402.54,4,Durable,0.3256484149855908,1,242.88325648414988,1.2439769452449567
3133,3133,975.68,2066,791,72000.82,2.05,Standard,11,26,119,92.59,2,Stylish,0.3826802128688921,1,34.833488147073055,0.7844944363812287
3134,3134,37308.97,1282,853,47009.14,2.26,Premium,4,33,84,339.16,2,Stylish,0.6648480124707716,1,36.640015588464536,1.5025565081839438
3135,3135,4031.62,2053,229,19812.67,0.54,Basic,20,55,11,158.18,2,Durable,0.11148977604673807,0,9.64589581304771,0.06020447906523856
3136,3136,28222.61,4824,647,42122.17,4.21,Basic,33,68,139,396.59,1,Stylish,0.13409326424870466,1,8.729983419689118,0.5645326424870466
3137,3137,18138.06,4406,2,70133.58,2.31,Standard,10,65,5,424.56,3,Affordable,0.0004538234626730202,0,15.914132062627639,0.0010483321987746767
3138,3138,43005.55,4632,789,27766.41,3.26,Premium,34,54,9,425.83,1,Affordable,0.17030002158428664,1,5.9931815238506365,0.5551780703647744
3139,3139,6296.38,4815,595,29290.89,3.38,Premium,35,65,32,97.84,4,Durable,0.12354651162790697,1,6.081995431893688,0.41758720930232557
3140,3140,43937.8,3245,314,46800.55,3.24,Premium,22,29,124,182.92,2,Affordable,0.09673444239063463,1,14.417914356130623,0.3134195933456562
3141,3141,33633.08,1270,443,70162.24,2.07,Premium,3,62,58,223.19,4,Affordable,0.3485444531864674,1,55.20239181746656,0.7214870180959874
3142,3142,9277.52,1712,209,14921.4,2.78,Premium,23,33,135,458.08,1,Stylish,0.12200817279626386,1,8.710683012259194,0.3391827203736135
3143,3143,6082.7,4432,420,77718.8,0.96,Standard,27,13,106,87.95,2,Innovative,0.09474396571170765,0,17.531874577035868,0.09095420708323934
3144,3144,1511.81,4033,581,75408.01,1.78,Premium,33,53,38,447.14,2,Affordable,0.14402578086266732,1,18.693111056023795,0.2563658899355478
3145,3145,23731.31,458,807,33978.16,1.72,Standard,33,18,153,67.53,4,Durable,1.7581699346405228,1,74.02649237472768,3.024052287581699
3146,3146,3816.6,3511,504,41977.81,2.9,Premium,15,64,108,142.01,2,Durable,0.14350797266514806,1,11.952679384965831,0.41617312072892937
3147,3147,3842.09,1529,729,60670.74,3.56,Premium,30,55,45,139.91,4,Stylish,0.4764705882352941,1,39.65407843137255,1.696235294117647
3148,3148,28857.02,1842,395,2435.09,4.82,Premium,3,50,151,391.45,2,Affordable,0.21432447097124255,1,1.3212642430819317,1.033043950081389
